0.063854875,374.23
0.069659864,374.718
0.075464853,394.212
0.081269841,401.224
0.087074830,405.499
0.092879819,407.808
0.098684807,409.061
0.104489796,410.14
0.110294785,410.907
0.116099773,410.98
0.121904762,409.936
0.127709751,407.888
0.133514739,404.937
0.139319728,401.492
0.145124717,397.834
0.150929705,395.384
0.156734694,392.847
0.162539683,391.046
0.168344671,390.034
0.174149660,391.635
0.179954649,395.59
0.185759637,396.407
0.191564626,396.12
0.197369615,398.13
0.203174603,402.806
0.208979592,405.209
0.214784580,407.236
0.220589569,408.743
0.226394558,411.086
0.232199546,414.015
0.238004535,415.496
0.243809524,416.643
0.249614512,417.354
0.255419501,418.014
0.261224490,418.389
0.267029478,418.439
0.272834467,418.217
0.278639456,418.823
0.284444444,418.961
0.290249433,418.889
0.296054422,419.282
0.301859410,419.01
0.307664399,419.078
0.313469388,418.531
0.319274376,417.879
0.325079365,417.587
0.330884354,417.029
0.336689342,416.827
0.342494331,416.5
0.348299320,416.253
0.354104308,415.906
0.359909297,415.596
0.365714286,415.698
0.371519274,415.618
0.377324263,415.655
0.383129252,415.498
0.388934240,415.268
0.394739229,414.633
0.400544218,414.059
0.406349206,413.732
0.412154195,413.441
0.417959184,413.532
0.423764172,413.415
0.429569161,413.571
0.435374150,413.756
0.441179138,414.041
0.446984127,414.187
0.452789116,414.507
0.458594104,414.262
0.464399093,414.016
0.470204082,413.982
0.476009070,413.652
0.481814059,413.842
0.487619048,413.749
0.493424036,413.905
0.499229025,414.187
0.505034014,414.433
0.510839002,414.598
0.516643991,414.745
0.522448980,414.527
0.528253968,414.609
0.534058957,415.062
0.539863946,415.2
0.545668934,415.329
0.551473923,415.158
0.557278912,415.001
0.563083900,414.819
0.568888889,414.736
0.574693878,415.012
0.580498866,415.269
0.586303855,415.257
0.592108844,415.381
0.597913832,415.55
0.603718821,415.677
0.609523810,416.047
0.615328798,416.162
0.621133787,416.075
0.626938776,416.131
0.632743764,415.93
0.638548753,415.618
0.644353741,415.189
0.650158730,414.629
0.655963719,414.376
0.661768707,414.107
0.667573696,414.311
0.673378685,414.201
0.679183673,414.031
0.684988662,413.798
0.690793651,413.937
0.696598639,414.201
0.702403628,414.746
0.708208617,415.227
0.714013605,415.622
0.719818594,415.855
0.725623583,415.94
0.731428571,416.33
0.737233560,416.109
0.743038549,416.281
0.748843537,416.3
0.754648526,415.744
0.760453515,415.495
0.766258503,415.289
0.772063492,414.915
0.777868481,414.589
0.783673469,414.188
0.789478458,414.078
0.795283447,414.009
0.801088435,414.029
0.806893424,414.435
0.812698413,414.332
0.818503401,414.553
0.824308390,414.735
0.830113379,414.455
0.835918367,414.661
0.841723356,414.845
0.847528345,415.498
0.853333333,415.761
0.859138322,416.352
0.864943311,416.94
0.870748299,417.002
0.876553288,417.44
0.882358277,417.356
0.888163265,417.029
0.893968254,417.025
0.899773243,416.834
0.905578231,416.872
0.911383220,416.831
0.917188209,416.705
0.922993197,416.697
0.928798186,416.758
0.934603175,416.646
0.940408163,416.507
0.946213152,416.405
0.952018141,415.997
0.957823129,415.886
0.963628118,415.725
0.969433107,415.689
0.975238095,415.618
0.981043084,415.021
0.986848073,414.563
0.992653061,413.879
0.998458050,413.452
1.004263039,413.359
1.010068027,413.109
1.015873016,413.347
1.021678005,413.451
1.027482993,413.788
1.033287982,414.455
1.039092971,415.142
1.044897959,416.135
